ID,year,age,sex,status,education,jobclass,health,health_ins,logwage,wage
321,2004,41,Male,Married,HS Grad,Industrial,Very Good,No,4.84509804,127.1157438
322,2009,42,Male,Never Married,College Grad,Information,Very Good,Yes,4.740362689,114.4757133
323,2005,30,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.477121255,87.98103279
324,2009,55,Male,Married,Less than HS Grad,Industrial,Very Good,No,4,54.59815003
325,2008,23,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.431363764,84.04595765
326,2003,60,Male,Divorced,College Grad,Information,Very Good,No,4.447158031,85.38394038
327,2003,40,Male,Married,Advanced Degree,Information,Very Good,Yes,4.954242509,141.7751723
328,2008,41,Male,Never Married,HS Grad,Information,Very Good,Yes,4.707570176,110.7826503
329,2003,80,Male,Married,HS Grad,Information,Good,Yes,4.380211242,79.85490031
330,2005,53,Male,Married,HS Grad,Information,Very Good,Yes,4.579783597,97.49329405
331,2004,40,Male,Never Married,HS Grad,Industrial,Very Good,No,5.146128036,171.7651326
332,2009,35,Male,Married,Some College,Industrial,Good,Yes,4.923487528,137.4812478
333,2009,55,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.322219295,75.35567932
334,2008,24,Male,Never Married,HS Grad,Information,Very Good,Yes,4.301029996,73.77574327
335,2007,39,Male,Married,College Grad,Information,Very Good,Yes,5,148.4131591
336,2003,30,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.556302501,95.23071257
337,2005,68,Male,Married,HS Grad,Industrial,Good,Yes,4.477121255,87.98103279
338,2004,54,Male,Married,HS Grad,Information,Good,Yes,4.698970004,109.8339856
339,2008,27,Male,Never Married,College Grad,Industrial,Very Good,No,4.397940009,81.28325328
340,2005,34,Male,Married,HS Grad,Industrial,Very Good,Yes,4.77815125,118.8843593
341,2004,53,Male,Married,Advanced Degree,Information,Good,Yes,4.84509804,127.1157438
342,2004,48,Male,Married,Advanced Degree,Information,Very Good,No,4.447158031,85.38394038
343,2005,59,Male,Married,HS Grad,Industrial,Very Good,Yes,4.397940009,81.28325328
344,2004,30,Male,Married,Some College,Industrial,Very Good,No,4.77815125,118.8843593
345,2007,45,Male,Married,Advanced Degree,Information,Very Good,Yes,5.096910013,163.515864
346,2007,39,Male,Married,College Grad,Information,Good,Yes,4.653212514,104.9215065
347,2008,45,Male,Married,College Grad,Industrial,Good,No,4.602059991,99.6894637
348,2007,43,Male,Married,Advanced Degree,Information,Very Good,Yes,5.641005851,281.7459706
349,2003,30,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.929418926,138.2991269
350,2005,57,Male,Married,College Grad,Information,Very Good,Yes,5.176091259,176.9896505
351,2004,53,Male,Married,College Grad,Information,Good,Yes,4.919078092,136.8763676
352,2009,42,Male,Married,College Grad,Information,Very Good,Yes,5.230448921,186.8766776
353,2005,23,Male,Never Married,HS Grad,Industrial,Good,No,4.505149978,90.48191336
354,2009,58,Male,Married,HS Grad,Industrial,Good,No,4.447158031,85.38394038
355,2005,43,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.977723605,145.1436012
356,2003,33,Male,Divorced,Advanced Degree,Information,Very Good,Yes,4.792391689,120.5894365
357,2004,56,Male,Married,College Grad,Information,Very Good,Yes,4.62324929,101.8243521
358,2006,37,Male,Married,College Grad,Industrial,Very Good,No,4.69019608,108.8745258
359,2009,41,Male,Divorced,Advanced Degree,Industrial,Very Good,No,3.653405491,38.60591452
360,2007,33,Male,Married,Some College,Information,Very Good,Yes,4.531478917,92.89584479
361,2007,50,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.838849091,126.3238807
362,2003,43,Male,Married,Advanced Degree,Information,Very Good,Yes,5.255272505,191.5736835
363,2004,53,Male,Married,College Grad,Industrial,Very Good,Yes,5.049218023,155.9005061
364,2005,37,Male,Widowed,Some College,Information,Very Good,Yes,4.477121255,87.98103279
365,2006,20,Male,Never Married,Some College,Information,Very Good,No,4.079181246,59.09706408
366,2003,26,Male,Never Married,Some College,Industrial,Very Good,Yes,4.301029996,73.77574327
367,2003,29,Male,Divorced,College Grad,Information,Very Good,No,4.505149978,90.48191336
368,2008,57,Male,Married,College Grad,Information,Very Good,Yes,4.77815125,118.8843593
369,2009,47,Male,Married,Some College,Information,Very Good,Yes,5.021189299,151.5914842
370,2004,54,Male,Married,Advanced Degree,Industrial,Very Good,No,5.606885241,272.2947832
371,2007,38,Male,Married,Less than HS Grad,Industrial,Good,No,4.579783597,97.49329405
372,2006,23,Male,Never Married,Some College,Industrial,Very Good,No,4.221153322,68.11199407
373,2004,31,Male,Married,HS Grad,Information,Very Good,Yes,4.84509804,127.1157438
374,2004,43,Male,Married,College Grad,Information,Very Good,Yes,5.606885241,272.2947832
375,2003,33,Male,Married,Advanced Degree,Information,Good,No,4.716003344,111.7208494
376,2004,48,Male,Married,HS Grad,Industrial,Good,Yes,4.84509804,127.1157438
377,2008,33,Male,Married,HS Grad,Industrial,Very Good,Yes,4.477121255,87.98103279
378,2009,52,Male,Married,College Grad,Information,Very Good,Yes,4.740362689,114.4757133
379,2008,30,Male,Never Married,Some College,Information,Very Good,No,4.245512668,69.79153085
380,2004,44,Male,Married,HS Grad,Industrial,Very Good,Yes,4.544068044,94.07271475
381,2004,38,Male,Married,HS Grad,Information,Very Good,Yes,4.846337112,127.273347
382,2008,51,Male,Married,HS Grad,Industrial,Very Good,Yes,5.079181246,160.6424754
383,2007,47,Male,Married,Some College,Industrial,Very Good,Yes,5.146128036,171.7651326
384,2005,28,Male,Married,College Grad,Information,Good,Yes,4.954242509,141.7751723
385,2004,52,Male,Divorced,Some College,Information,Very Good,Yes,4.748188027,115.3750386
386,2004,23,Male,Never Married,Less than HS Grad,Industrial,Good,No,4.278753601,72.15045568
387,2003,65,Male,Married,Less than HS Grad,Industrial,Good,No,4.301029996,73.77574327
388,2005,27,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.84509804,127.1157438
389,2004,33,Male,Married,Less than HS Grad,Information,Very Good,No,3.041392685,20.93437794
390,2008,49,Male,Married,HS Grad,Industrial,Very Good,Yes,4.380211242,79.85490031
391,2008,27,Male,Never Married,Some College,Industrial,Good,Yes,4.633468456,102.8702469
392,2008,48,Male,Divorced,HS Grad,Industrial,Good,Yes,4.748188027,115.3750386
393,2005,38,Male,Never Married,Some College,Industrial,Good,Yes,4.579783597,97.49329405
394,2008,58,Male,Married,Some College,Industrial,Good,No,4.653212514,104.9215065
395,2003,40,Male,Married,Advanced Degree,Industrial,Very Good,No,4.748188027,115.3750386
396,2007,46,Male,Married,HS Grad,Industrial,Very Good,No,4.537819095,93.48669204
397,2009,53,Male,Married,Some College,Information,Good,Yes,4.812913357,123.0896998
398,2009,25,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.77815125,118.8843593
399,2003,42,Male,Married,Some College,Information,Very Good,Yes,4.568201724,96.37065283
400,2004,40,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.431363764,84.04595765
401,2006,35,Male,Married,HS Grad,Information,Very Good,Yes,4.84509804,127.1157438
402,2005,50,Male,Separated,HS Grad,Information,Good,No,4.556302501,95.23071257
403,2004,34,Male,Married,Some College,Industrial,Very Good,Yes,4.397940009,81.28325328
404,2009,48,Male,Married,HS Grad,Information,Very Good,Yes,4.633468456,102.8702469
405,2004,49,Male,Married,Advanced Degree,Information,Good,Yes,4.716003344,111.7208494
406,2009,41,Male,Married,College Grad,Information,Very Good,No,4.544068044,94.07271475
407,2004,37,Male,Married,College Grad,Information,Very Good,Yes,4.84509804,127.1157438
408,2003,58,Male,Married,Some College,Information,Very Good,Yes,4.653212514,104.9215065
409,2006,28,Male,Never Married,HS Grad,Industrial,Good,No,4.221153322,68.11199407
410,2003,33,Male,Married,HS Grad,Industrial,Very Good,Yes,4.857332496,128.6804882
411,2003,50,Male,Married,Some College,Industrial,Very Good,Yes,4.969308723,143.9273594
412,2009,38,Male,Married,HS Grad,Information,Very Good,Yes,4.643452676,103.9024706
413,2003,48,Male,Married,HS Grad,Industrial,Very Good,Yes,4.51851394,91.69922611
414,2008,30,Male,Married,Some College,Industrial,Very Good,Yes,4.556302501,95.23071257
415,2006,49,Male,Married,Advanced Degree,Information,Very Good,No,4.929418926,138.2991269
416,2005,44,Male,Married,College Grad,Information,Very Good,Yes,4.775391972,118.5567764
417,2009,50,Male,Married,HS Grad,Industrial,Very Good,Yes,4.544068044,94.07271475
418,2009,58,Male,Married,College Grad,Information,Good,Yes,4.740362689,114.4757133
419,2004,45,Male,Never Married,College Grad,Information,Very Good,Yes,5.010723865,150.0132863
420,2005,44,Male,Married,Some College,Information,Very Good,No,4.579783597,97.49329405
421,2005,35,Male,Divorced,College Grad,Information,Good,No,4.505149978,90.48191336
422,2005,59,Male,Married,HS Grad,Information,Very Good,No,4.397940009,81.28325328
423,2009,45,Male,Married,HS Grad,Information,Very Good,No,4.875061263,130.9821774
424,2004,51,Male,Married,College Grad,Industrial,Good,Yes,5.017033339,150.9627835
425,2006,61,Male,Married,Some College,Information,Very Good,No,4.875061263,130.9821774
426,2008,45,Male,Married,HS Grad,Industrial,Very Good,Yes,4.977723605,145.1436012
427,2003,34,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.505149978,90.48191336
428,2007,33,Male,Married,College Grad,Information,Good,No,4.73239376,113.5670896
429,2005,45,Male,Married,HS Grad,Information,Good,Yes,4.477121255,87.98103279
430,2009,50,Male,Never Married,Advanced Degree,Information,Good,Yes,5.06069784,157.7005277
431,2006,50,Male,Married,HS Grad,Information,Very Good,Yes,4.698970004,109.8339856
432,2005,39,Male,Married,Some College,Information,Good,No,4.431363764,84.04595765
433,2009,26,Male,Never Married,College Grad,Information,Very Good,Yes,5.079188484,160.6436382
434,2007,49,Male,Married,HS Grad,Industrial,Good,No,3.86923172,47.90556704
435,2003,20,Male,Never Married,HS Grad,Industrial,Very Good,No,4.079181246,59.09706408
436,2003,31,Male,Married,College Grad,Industrial,Very Good,No,4.397940009,81.28325328
437,2007,49,Male,Married,HS Grad,Information,Good,Yes,4.477121255,87.98103279
438,2007,56,Male,Never Married,HS Grad,Industrial,Good,Yes,4.477121255,87.98103279
439,2005,61,Male,Married,College Grad,Information,Very Good,Yes,4.968482949,143.8085568
440,2005,56,Male,Separated,HS Grad,Information,Good,Yes,4.707570176,110.7826503
441,2009,51,Male,Married,College Grad,Information,Very Good,No,4.77815125,118.8843593
442,2004,42,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.792391689,120.5894365
443,2004,45,Male,Married,College Grad,Industrial,Very Good,Yes,5.606885241,272.2947832
444,2006,30,Male,Married,Advanced Degree,Information,Very Good,Yes,4.657533888,105.3758927
445,2005,48,Male,Never Married,College Grad,Information,Good,No,4.234264124,69.01087662
446,2009,33,Male,Married,Advanced Degree,Industrial,Good,Yes,4.477121255,87.98103279
447,2007,50,Male,Married,Some College,Information,Very Good,Yes,4.491361694,89.24288466
448,2003,31,Male,Married,Advanced Degree,Information,Very Good,Yes,5.146128036,171.7651326
449,2003,48,Male,Married,College Grad,Industrial,Good,Yes,4.892094603,133.2323508
450,2005,35,Male,Married,Advanced Degree,Information,Very Good,Yes,5.301029996,200.5432623
451,2009,47,Male,Married,Some College,Industrial,Very Good,Yes,4.531478917,92.89584479
452,2007,45,Male,Married,College Grad,Industrial,Good,Yes,5,148.4131591
453,2009,52,Male,Married,HS Grad,Industrial,Very Good,Yes,4.785344074,119.7425563
454,2007,46,Male,Married,HS Grad,Industrial,Very Good,Yes,4.414973348,82.6796373
455,2007,47,Male,Married,College Grad,Information,Very Good,No,4.662757832,105.9278108
456,2009,49,Male,Married,HS Grad,Industrial,Very Good,Yes,5.590617833,267.9010869
457,2007,36,Male,Married,Less than HS Grad,Industrial,Good,No,4.653212514,104.9215065
458,2005,51,Male,Married,College Grad,Industrial,Good,No,4.84509804,127.1157438
459,2008,46,Male,Married,HS Grad,Industrial,Very Good,Yes,5.06069784,157.7005277
460,2004,37,Male,Married,College Grad,Information,Very Good,No,5,148.4131591
461,2005,23,Male,Never Married,Some College,Industrial,Very Good,Yes,4.176091259,65.11085372
462,2008,43,Male,Married,College Grad,Industrial,Very Good,Yes,4.653212514,104.9215065
463,2006,34,Male,Married,College Grad,Information,Very Good,Yes,4.361727836,78.3924668
464,2008,58,Male,Married,HS Grad,Industrial,Very Good,Yes,4.936010796,139.2137881
465,2009,44,Male,Never Married,College Grad,Information,Very Good,Yes,4.72427587,112.6488963
466,2008,61,Male,Married,College Grad,Information,Very Good,No,4.380211242,79.85490031
467,2005,40,Male,Divorced,Less than HS Grad,Industrial,Very Good,No,4.176091259,65.11085372
468,2003,37,Male,Married,Some College,Information,Very Good,Yes,4.716003344,111.7208494
469,2003,33,Male,Married,HS Grad,Information,Very Good,No,4.653212514,104.9215065
470,2004,38,Male,Married,Some College,Information,Very Good,Yes,5.176091259,176.9896505
471,2006,41,Male,Married,HS Grad,Information,Good,Yes,4.602059991,99.6894637
472,2005,30,Male,Married,HS Grad,Industrial,Very Good,Yes,4.653212514,104.9215065
473,2003,51,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.260071388,70.81503862
474,2003,39,Male,Never Married,Some College,Industrial,Very Good,Yes,4.544068044,94.07271475
475,2006,56,Male,Married,Some College,Information,Very Good,Yes,4.84509804,127.1157438
476,2007,44,Male,Never Married,HS Grad,Industrial,Good,No,4.579783597,97.49329405
477,2005,51,Male,Divorced,Advanced Degree,Information,Very Good,Yes,4.698970004,109.8339856
478,2006,35,Male,Married,HS Grad,Industrial,Very Good,No,4.320146286,75.19962815
479,2009,27,Male,Never Married,HS Grad,Industrial,Good,No,4.176091259,65.11085372
480,2003,47,Male,Married,Some College,Industrial,Good,Yes,4.986771734,146.4628385
481,2007,51,Male,Married,Some College,Information,Good,No,4.397940009,81.28325328
482,2006,41,Male,Married,HS Grad,Industrial,Very Good,No,4.84509804,127.1157438
483,2005,63,Male,Married,Less than HS Grad,Industrial,Good,No,4.301029996,73.77574327
484,2009,61,Male,Never Married,HS Grad,Information,Good,No,4.176091259,65.11085372
485,2004,46,Male,Married,HS Grad,Industrial,Good,Yes,4.602059991,99.6894637
486,2009,33,Male,Never Married,Some College,Industrial,Very Good,No,4.380211242,79.85490031
487,2009,35,Male,Separated,Less than HS Grad,Information,Good,No,4.301029996,73.77574327
488,2003,28,Male,Married,Advanced Degree,Information,Very Good,Yes,4.477121255,87.98103279
489,2007,50,Male,Married,Some College,Industrial,Very Good,No,4.77815125,118.8843593
490,2007,41,Male,Married,Advanced Degree,Information,Very Good,Yes,5.650820213,284.5247409
491,2008,23,Male,Married,College Grad,Industrial,Good,No,4.77815125,118.8843593
492,2004,45,Male,Married,Some College,Information,Very Good,Yes,4.672097858,106.9218141
493,2007,63,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.605305046,100.0134869
494,2006,59,Male,Married,Some College,Information,Good,Yes,4.69019608,108.8745258
495,2005,30,Male,Married,College Grad,Information,Very Good,Yes,4.740362689,114.4757133
496,2003,30,Male,Married,Advanced Degree,Information,Very Good,Yes,4.748188027,115.3750386
497,2007,45,Male,Married,HS Grad,Industrial,Good,No,4.875061263,130.9821774
498,2005,42,Male,Married,HS Grad,Industrial,Good,Yes,4.380211242,79.85490031
499,2009,57,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.672097858,106.9218141
500,2003,52,Male,Divorced,Some College,Industrial,Good,No,3.133858125,22.96240068
501,2003,54,Male,Married,Some College,Information,Very Good,Yes,4.746517437,115.1824551
502,2005,30,Male,Married,Some College,Information,Very Good,Yes,4.643452676,103.9024706
503,2003,47,Male,Married,College Grad,Industrial,Very Good,Yes,5.217483944,184.4694642
504,2003,38,Male,Never Married,Some College,Information,Very Good,Yes,5.750441278,314.3293364
505,2003,47,Male,Married,Some College,Information,Good,Yes,4.602059991,99.6894637
506,2008,39,Male,Never Married,College Grad,Industrial,Good,Yes,4.857332496,128.6804882
507,2005,50,Male,Married,HS Grad,Industrial,Very Good,No,4.477121255,87.98103279
508,2003,47,Male,Married,HS Grad,Industrial,Very Good,No,4,54.59815003
509,2004,45,Male,Married,HS Grad,Industrial,Good,Yes,4.602059991,99.6894637
510,2007,44,Male,Married,Less than HS Grad,Information,Very Good,Yes,4.77815125,118.8843593
511,2003,52,Male,Married,HS Grad,Industrial,Very Good,Yes,4.523538372,92.16112203
512,2004,42,Male,Married,College Grad,Industrial,Good,No,4.84509804,127.1157438
513,2004,18,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,3.730620798,41.7049905
514,2006,56,Male,Married,College Grad,Information,Very Good,Yes,4.698970004,109.8339856
515,2004,50,Male,Married,Advanced Degree,Information,Very Good,No,4.414973348,82.6796373
516,2006,50,Male,Married,Advanced Degree,Information,Very Good,Yes,5.626899559,277.7994802
517,2006,53,Male,Never Married,Some College,Information,Good,No,4.602059991,99.6894637
518,2009,38,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5.176091259,176.9896505
